database,amb,Region,outcome,outcome_label,family,Model,project,Pathway,n_scenarios
SCI-vetted,2C,R10INDIA+,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,High-RE,2
SCI-vetted,2C,R10INDIA+,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,2
SCI-vetted,2C,R10INDIA+,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,High-RE,2
SCI-vetted,2C,R10INDIA+,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,4
SCI-vetted,2C,R10INDIA+,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,5
SCI-vetted,2C,R10INDIA+,headcount_pct,Deprived headcount,WITCH,WITCH 5.0,ENGAGE,High-RE,26
SCI-vetted,2C,R10INDIA+,headcount_pct,Deprived headcount,WITCH,WITCH 5.0,NAVIGATE,High-RE,2
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,GCAM,GCAM 5.3,NGFS Phase 2,High-RE,1
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,4
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,IMAGE,IMAGE 3.0,ENGAGE,High-CDR,15
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,IMAGE,IMAGE 3.2,SSP2021,High-CDR,6
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,IMAGE,IMAGE 3.2,SSP2021,High-RE,3
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,IMAGE,IMAGE 3.3,NAVIGATE,High-CDR,1
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,High-RE,3
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,41
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND 2.1,LeastTotalCost,High-RE,1
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND 2.1,R2p1,High-RE,1
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-Buildings 2.0,BEG,High-RE,1
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,1
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,2
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,2
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,1
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,High-RE,2
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,2
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,High-RE,2
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,4
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,5
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,WITCH,WITCH 5.0,ENGAGE,High-RE,26
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,WITCH,WITCH 5.0,NAVIGATE,High-RE,2
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,GCAM,GCAM 5.3,NGFS Phase 2,High-RE,1
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,4
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,IMAGE,IMAGE 3.0,ENGAGE,High-CDR,15
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,IMAGE,IMAGE 3.2,SSP2021,High-CDR,6
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,IMAGE,IMAGE 3.2,SSP2021,High-RE,3
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,IMAGE,IMAGE 3.3,NAVIGATE,High-CDR,1
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,High-RE,3
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,41
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND 2.1,LeastTotalCost,High-RE,1
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND 2.1,R2p1,High-RE,1
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-Buildings 2.0,BEG,High-RE,1
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,1
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,2
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,2
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.0-4.1,Diff,High-RE,1
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,1
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,High-RE,2
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,2
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,High-RE,2
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,4
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,5
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,WITCH,WITCH 5.0,ENGAGE,High-RE,26
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,WITCH,WITCH 5.0,NAVIGATE,High-RE,2
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,GCAM,GCAM 5.3,NGFS Phase 2,High-RE,1
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,4
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.0,ENGAGE,High-CDR,15
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.2,SSP2021,High-CDR,6
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.2,SSP2021,High-RE,3
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.3,NAVIGATE,High-CDR,1
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,High-RE,3
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,41
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND 2.1,LeastTotalCost,High-RE,1
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND 2.1,R2p1,High-RE,1
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-Buildings 2.0,BEG,High-RE,1
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,1
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,2
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,2
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.0-4.1,Diff,High-RE,1
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,1
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,High-RE,2
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,2
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,High-RE,2
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,4
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,5
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,WITCH,WITCH 5.0,ENGAGE,High-RE,26
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,WITCH,WITCH 5.0,NAVIGATE,High-RE,2
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,GCAM,GCAM 5.3,NGFS Phase 2,High-RE,1
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,4
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.0,ENGAGE,High-CDR,15
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.2,SSP2021,High-CDR,6
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.2,SSP2021,High-RE,3
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.3,NAVIGATE,High-CDR,1
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,High-RE,3
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,41
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND 2.1,LeastTotalCost,High-RE,1
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND 2.1,R2p1,High-RE,1
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-Buildings 2.0,BEG,High-RE,1
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,1
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,2
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,2
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.0-4.1,Diff,High-RE,1
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,1
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,High-RE,2
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,2
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,High-RE,2
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,4
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,5
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,WITCH,WITCH 5.0,ENGAGE,High-RE,26
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived headcount,WITCH,WITCH 5.0,NAVIGATE,High-RE,2
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,GCAM,GCAM 5.3,NGFS Phase 2,High-RE,1
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,4
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,IMAGE,IMAGE 3.0,ENGAGE,High-CDR,15
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,IMAGE,IMAGE 3.2,SSP2021,High-CDR,6
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,IMAGE,IMAGE 3.2,SSP2021,High-RE,3
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,IMAGE,IMAGE 3.3,NAVIGATE,High-CDR,1
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,High-RE,3
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,41
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND 2.1,LeastTotalCost,High-RE,1
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND 2.1,R2p1,High-RE,1
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-Buildings 2.0,BEG,High-RE,1
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,1
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,2
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,2
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,1
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,High-RE,2
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,2
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,High-RE,2
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,4
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,5
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,WITCH,WITCH 5.0,ENGAGE,High-RE,26
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,WITCH,WITCH 5.0,NAVIGATE,High-RE,2
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,GCAM,GCAM 5.3,NGFS Phase 2,High-RE,1
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,4
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,IMAGE,IMAGE 3.0,ENGAGE,High-CDR,15
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,IMAGE,IMAGE 3.2,SSP2021,High-CDR,6
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,IMAGE,IMAGE 3.2,SSP2021,High-RE,3
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,IMAGE,IMAGE 3.3,NAVIGATE,High-CDR,1
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,High-RE,3
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,41
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND 2.1,LeastTotalCost,High-RE,1
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND 2.1,R2p1,High-RE,1
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-Buildings 2.0,BEG,High-RE,1
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,1
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,2
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,2
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.0-4.1,Diff,High-RE,1
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,1
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,High-RE,2
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,2
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,High-RE,2
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,4
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,5
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,WITCH,WITCH 5.0,ENGAGE,High-RE,26
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,WITCH,WITCH 5.0,NAVIGATE,High-RE,2
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,GCAM,GCAM 5.3,NGFS Phase 2,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,4
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.0,ENGAGE,High-CDR,15
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.2,SSP2021,High-CDR,6
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.2,SSP2021,High-RE,3
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.3,NAVIGATE,High-CDR,1
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,High-RE,3
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,41
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND 2.1,LeastTotalCost,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND 2.1,R2p1,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-Buildings 2.0,BEG,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,2
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,2
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.0-4.1,Diff,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,High-RE,2
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,2
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,High-RE,2
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,4
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,5
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,WITCH,WITCH 5.0,ENGAGE,High-RE,26
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,WITCH,WITCH 5.0,NAVIGATE,High-RE,2
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,GCAM,GCAM 5.3,NGFS Phase 2,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,4
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.0,ENGAGE,High-CDR,15
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.2,SSP2021,High-CDR,6
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.2,SSP2021,High-RE,3
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.3,NAVIGATE,High-CDR,1
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,High-RE,3
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,41
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND 2.1,LeastTotalCost,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND 2.1,R2p1,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-Buildings 2.0,BEG,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,2
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,2
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.0-4.1,Diff,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,1
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,High-RE,2
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,2
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,High-RE,2
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,4
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,5
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,WITCH,WITCH 5.0,ENGAGE,High-RE,26
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,WITCH,WITCH 5.0,NAVIGATE,High-RE,2
